순위,ISBN,상품번호,상품명,판매가,YES포인트,저자,출판사,설명,출고예상일,관리분류
97,9788973810130,146601,슬픔이여 안녕,"4,050원",220원,프랑소와즈 사강 저,소담출판사,,2,국내도서-소설/시/희곡
98,9788990878519,2770049,열네살의 인턴십,"12,600원",700원,마리 오드 뮈라이유 저/김주열 역,바람의아이들,재능과 열정을 깨닫고 미용사가 되기 위해 전력질주하는 루이 홧팅! 꿈은 이루어진다.,1,국내도서-청소년
99,9788937463198,12485596,여자의 일생,"10,800원",600원,기 드 모파상 저/이동렬 역,민음사,"1883년 출간되어 문단과 대중 모두의 호평을 받은 『여자의 일생』은 한 선량한 귀족 여인이 살아가며 마주하는 인생의 굴곡을 간결하면서도 서정적인 문체로 그려 낸 수작이다.스탕달과 프루스트를 비롯한 프랑스 문학사의 주요 작품을 연구한 문학 박사이자 서울대 불어불문학과 명예 교수인 역자 이동렬은 원전주의에 입각한 이번 새 번역에서 불필요한 의역을절제한 것은 물론, 자연주의 계열 작가로 국한되면서 가려졌던 모파상의 섬세하며 서정적인 문장의 미감을 온전히 살렸다. 

민음사 세계문학전집판 『여자의 일생』은 인간 삶을 관조하는 모파상 문학의 깊은 주제 의식과 더불어 모파상 문학에 담긴 현대적 감수성과 미학적 완결성을 새로이 깨닫는 계기를 마련해 줄 것이다.",1,국내도서-소설/시/희곡
100,9788954638173,23059727,고슴도치의 우아함,"16,200원",900원,뮈리엘 바르베리 저/류재화 역,문학동네,"『고슴도치의 우아함』은 만병통치약이다. 렉스프레스
페낙의 ‘말로센 시리즈’처럼 혹은 영화 [아멜리에]처럼! 르몽드

남다른 지성과 교양을 감추고 살아가는 오십대 수위 아줌마 르네 미셸, 세상의 부조리와 삶의 허무를 너무 일찍 깨닫고 죽기로 결심해버린 맹랑한 천재 소녀 팔로마 조스…… 『고슴도치의 우아함』은 단단한 가시를 세우고 그 안에 웅크린 채 살아가던 고독한 인물들이 세상으로 한 걸음 내딛으며 진정한 삶의 의미를 찾는 ‘힐링 메시지’다. 감동적인 줄거리에 예술의 본성과 ‘아름다움’에 대한 담론, 그리고 문학, 철학, 예술 전반을 아우르는 사색, 속물적인 아파트 주민들에 대한 풍자, 유머러스한 에피소드 등이 풍성한 곁가지를 더한다. 
2006년 프랑스 출간 당시 113주 연속 베스트셀러에 올랐으며, 전 세계 32개국에 번역 출간되며 600만 이상의 독자로부터 사랑받아온 이 작품을 문학동네에서 참신한 번역으로 새롭게 선보인다.",2,국내도서-소설/시/희곡
101,9791171311651,147955335,반항하는 인간,"13,950원",770원,알베르 카뮈 저/김화영 역,책세상,"‘책세상 카뮈 전집 개정판’ 9권. 인간의 반항 정신을 중심 주제로 다루는 철학적 에세이. 카뮈의 철학적 사유의 정점이라고 볼 수 있는 부조리라는 개념을 이야기했던 전작 《시지프 신화》의 연장선상에 서 있는 작품이라고 할 수 있다. 《시지프 신화》에서 부조리한 세계 속에서 삶을 받아들이는 태도를 이야기했다면, 이 책에서는 한 단계 더 나아가 부조리한 세계에 맞서는 인간의 윤리적, 정치적, 예술적 자세를 탐색했다.",1,국내도서-소설/시/희곡
102,9788931025033,146738931,모파상 단편선,"7,200원",400원,"기 드 모파상 저/김동현,김사행 역",문예출판사,"단편 소설의 기틀을 다진 작가이자
19세기의 위대한 자연주의 작가
기 드 모파상 걸작 단편선!

기 드 모파상은 안톤 체호프와 함께 단편 소설의 기틀을 다진 작가라고 평가받는다. 더불어 18세기 자연주의 작가 중 가장 뛰어나다고도 일컬어진다. 모파상은 10여 년간의 짧은 작가 생활 동안 무려 3백여 편의 단편과 여섯 편의 장편을 남겼다. 그는 다작을 하는 와중에도 지극히 엄격한 창작 태도를 견지했다. 평범하고 진부한 일상생활을 파고들어 비루함 속에서도 종종 빛을 발하는 인생의 참모습을 낱낱이 포착해 생생하게 보여주기 위해서였다. 더불어 모파상은 대부분의 작품 소재를 평범한 서민 생활에서 얻었다. 일상생활의 토막 이야기, 시골 사람들에게서 발생하는 어처구니없는 일들, 파리 소시민들의 오만가지 일상사 등을 작품에 녹여낸 것이다.

다채로운 주제를 다루는 모파상의 작품에는 공통적인 특징이 있다. 바로 압도적인 이야기 솜씨다.",1,국내도서-소설/시/희곡
103,9791190473767,107056346,이방인,"7,200원",400원,알베르 카뮈 저/이정서 역,새움,"우리가 읽은 『이방인』은 카뮈의 『이방인』이 아니다
카뮈를 배반한 『이방인』의 기존 번역들

44세의 알베르 카뮈에게 노벨문학상(1957년)을 안긴 소설 『이방인』. 그동안 세계 각국의 언어로 숱하게 번역된 이 전설적 소설에 또 하나의 번역본이 필요할까? 필요할 뿐 아니라, 기존의 한글 번역들이 『이방인』의 위대한 가치를 뭉개고 있는 현실을 간과해선 안 된다는 게 번역가 이정서 씨의 판단이다. 『이방인』을 둘러싸고 도대체 무슨 일이 벌어졌던 걸까? 카뮈는 두 문장으로 요약한 자신만의 역설적이고 독창적인 사유를 작품 구석구석, 캐릭터 하나하나에까지 심고 끝까지 몰고 나갔다. 지극히 민감하고 간결한 문체에 담긴 카뮈의 의도는 우리 독자들에게 제대로 전달돼 왔던 것인가? 독자들은 과연 카뮈의 『이방인』을 제대로 읽은 것인가?

『이방인』은 처음부터 끝까지 주인공 뫼르소의 이야기다. 뫼르소만의 독특한 캐릭터가 소설 전반을 휘어잡는다.",1,국내도서-소설/시/희곡
104,9788984375024,147062881,그 후에,"16,650원",920원,기욤 뮈소 저/전미소 역,밝은세상,"강물도 바닷물도 끄지 못한 사랑, 죽음보다 더 강한 사랑이 온다.

- 우리의 생이 다한 후에 가는 세계는 과연 존재할까?
- 죽음을 소재로 삶과 사랑을 이야기하는 소설! 
- 기욤 뮈소를 일약 세계적 작가로 만들어낸 바로 그 소설!
- 이야기 흐름을 단숨에 뒤집는 압도적인 반전!
- 프랑스 베스트셀러 1위

2010년에 《그 후에》의 초판이 나왔으니 어느새 15년이라는 시간이 흘렀다. 도서출판 밝은세상은 지난 15년 동안 달라진 맞춤법에 따라 일부 어휘를 수정하는 한편 등장인물들이 시대에 맞지 않는 대화체를 사용하는 부분이 있어 새로운 교정 작업을 거쳐 개정판을 발행하게 되었다. 《그 후에》는 프랑스에서 ‘뮈소 열풍’의 서막을 연 바로 그 소설이다. 질 부르도스 감독, 로망 뒤리스, 존 말코비치 주연의 영화로도 제작되어 모나코 국제영화제에서 최우수 각색상을 수상했다.",2,국내도서-소설/시/희곡
105,9788931023756,132973908,좁은문,"9,900원",550원,앙드레 지드 저/오현우 역,문예출판사,"사랑과 결혼이라는 인간적 행복과
청교도적 이상이 빚어내는 갈등과 고뇌!
종교적 금욕주의의 위선을 날카롭게 비판한 문제작

1947년 노벨문학상을 수상한 앙드레 지드는 성실하고 진격하는 태도로 현대인의 고뇌를 치밀하게 묘사해 당대 젊은이들은 물론 전 세계 지식인들을 매혹시켰다. 문예세계문학선으로 개정 출간된 《019 좁은 문》은 지드의 대표작이며 그의 가장 뛰어난 명작으로 평가받는 작품이다. 

주인공 제롬과 알리사는 사촌지간으로 서로 사랑하는 사이다. 그러나 신교도인 그들의 고상한 금욕주의적 이상이 두 사람의 결혼을 방해한다. 알리사는 결국 제롬을 향한 지상에서의 사랑을 단념하고 성서의 가르침대로 ‘좁은 문’을 통과해 천국에서 영혼의 합일을 기약하고자 한다. 자신을 구속하고 욕망을 자기희생으로 극복하려 한 끝에 알리사는 세상을 떠나고, 독신을 지키려는 제롬에게 현실의 행복을 누리는 알리사의 동생 줄리에트가 던지는 의문의 말은 독자에게 의미심장한 울림을 준다.",1,국내도서-소설/시/희곡
106,9788932923659,122850143,뇌 2,"13,320원",740원,베르나르 베르베르 저/이세욱 역,열린책들,"새로운 모습으로 다시 찾아온 베르베르의 기념비적 걸작

과학적 연구 성과를 바탕으로 인간 머릿속의 작은 우주인 「뇌」의 세계를 신비롭고 매혹적으로 묘사한 『뇌』가 강렬하고 신선한 표지로 독자들에게 다시 찾아왔다. 『뇌』는 약혼자와 사랑을 나누다 사망한 체스 챔피언의 사인을 기자인 뤼크레스와 이지도르가 추적하면서, 인간에게 최상의 기쁨을 선사한다는 뇌 속 「최후 비밀」에 서서히 다가가는 이야기다. 그 과정에서 두 사람은 인간을 움직이는 궁극적 동기가 무엇인지 밝히고, 「우리는 누구인가」에 대한 답을 찾으려 한다. 서스펜스와 과학 지식과 모험담이 한데 엮인 이 소설은 추리적 기법이 사용되어 마지막 페이지까지도 눈을 뗄 수 없는 흥미로움과 즐거움을 선사한다.",1,국내도서-소설/시/희곡
107,9788972883548,3510660,해저 2만리,"34,200원","1,900원",쥘 베른 저/질베르 모렐 그림/김석희 역,작가정신,"작품 속 내용을 고증하듯 되살려낸 생생한 일러스트와 
함께 읽는 SF문학 최대의 걸작!

SF문학의 선구자 쥘 베른의 대표작으로 인간의 손이 닿지 않은 바다 속 세계를 과학적 지식과 상상력으로 그려낸 모험소설의 백미이다. 엄밀한 과학적 사실들과 작가의 무한한 상상력이 한데 뭉쳐 탄생한 이 모험 이야기는 미래를 향한 상상(想像) 과학으로 이어져 실제적인 과학 발전에 이바지하였으며, 쥘 베른에게 ‘SF문학의 아버지’라는 명성을 안겨주었다. 

때는 1866년, 세계 각지의 바다에 괴생명체가 출몰하여 선박들을 공격한다.",1,국내도서-소설/시/희곡
108,9788937461132,1461266,파리의 노트르담 1,"12,600원",700원,빅토르 위고 저/정기수 역,민음사,"1831년 발표된 이래 수많은 영화와 뮤지컬을 낳은 『파리의 노트르담』. 「노틀담의 꼽추」라는 제목으로 더 잘 알려진, 종지기 카지모도와 집시 처녀 에스메랄다의 사랑 이야기를 완역본으로 읽는다. 다른 판본에서는 누락된 부분을 모두 살렸으며, 뮤지컬 티켓 추첨 이벤트를 진행중이다.",1,국내도서-소설/시/희곡
109,9791164456734,118492997,"필사의 힘 : 생텍쥐페리처럼, 어린 왕자 따라쓰기","15,120원",840원,생텍쥐페리 원저,더스토리,"지친 마음을 치유하고 문장력까지 길러 주는 필사 라이팅북
연필이나 펜으로 내가 꼭 써 보고 싶었던 명작을 나만의 작품으로 만들 수 있는 책

소설가 어니스트 헤밍웨이는 ‘지금 당장 필사하라.’라며 필사가 얼마나 중요한지를 한마디로 표현했고, 『모비딕』의 저자 허먼 멜빌은 ‘셰익스피어의 오셀로를 250번이나 필사했다.’고 했으며, 시인 안도현은 ‘필사는 손가락 끝으로 고추장을 찍어 먹어 보는 맛.’이라고 표현했다.

이렇듯 필사에 대한 저명한 문인들의 찬사는 과연 어떤 이유에서 비롯된 것일까? 그것은 필사가 그저 단순한 따라 쓰기에 머무르지 않는다는 것을 뜻한다. 자신의 손으로 직접 문장을 써 내려가는 행위를 통해 문장을 읽을 때와는 전혀 다른 차원에서 더 깊이 이해하고 공감할 수 있기 때문이다. 

즉, 문장을 써 내려가며 자신이 독자가 아니라 저자가 된 것과 다름없는 기분을 마음껏 누릴 수 있는 것이다.",1,국내도서-소설/시/희곡
110,9791192683249,123299382,엎드리는 개,"16,200원",900원,프랑수아즈 사강 저/김유진 역 ,안온북스,"프랑수아즈 사강을 좋아하세요?
― 절대 고독과 사랑의 경계에 선 아름다운 영혼

전 세계가 사랑한 작가, 영원히 젊음으로 기억되는 작가 프랑수아즈 사강은 한국에서도 대표작 『슬픔이여 안녕』, 『브람스를 좋아하세요…』 등으로 잘 알려져 있다. 사강이라는 인물의 스타성은 작품에 대한 평가를 늦추었지만, 그럼에도 자유로운 감성과 세심한 관찰력, 담담한 문체로 인간의 고독과 사랑의 본질을 그려낸 사강의 작품들은 국내외 다수의 출판사에서 앞다투어 출판하고 있다. 안온북스에서 ‘사강 컬렉션’의 첫 책으로 먼저 선보이는 『엎드리는 개』는 1980년 초역(『드러눕는 개』, 애경, 1980)의 절판 이후, 소설가 김유진의 번역으로 40여 년 만에 독자들을 만나게 되어 더욱 반가운 소식이 될 것이다. 건조한 동시에 부드럽고 유연한 문체가 닮아 있기도 한 두 작가의 조우로 새롭게 탄생한 작품에 더 큰 관심이 기대된다.",1,국내도서-소설/시/희곡
111,9791197182273,134608355,언나 왕자,"9,900원",550원,앙투안 드 생텍쥐페리 원저/조은혜 편역,이팝,『언나 왕자』는 앙투안 드 생텍쥐페리의 『어린 왕자』를 강원도 사투리로 번역한 작품입니다. 국내 출간에 앞서 『언나 왕자』는 독일 출판사(Tintenfass Verlag)와 협업으로 전세계 독자들과 먼저 소통하고 있습니다.,1,국내도서-소설/시/희곡
